Identifier,Start date,End date,Number of deaths,Incident,State,Year,Month,Month Name
IBD027650,2023-07-29,2023-07-29,1,Police Vs Kidnappers,Delta,2023,7,July
IBD027743,2023-07-28,2023-07-28,1,Cultists Kill Man,Delta,2023,7,July
IBD027644,2023-07-28,2023-07-28,40,NAF Vs Iswap,Borno,2023,7,July
IBD027550,2023-07-28,2023-07-28,1,Assailants Vs Woman,Osun,2023,7,July
IBD027645,2023-07-28,2023-07-28,1,Flood Disaster,Gombe,2023,7,July
IBD027670,2023-07-28,2023-07-29,15,NAF Vs Terrorists,Zamfara,2023,7,July
IBD027652,2023-07-28,2023-07-28,2,Bandits Vs Immigration Officers,Sokoto,2023,7,July
IBD027646,2023-07-28,2023-07-28,2,Cultist Vs Man,Delta,2023,7,July
IBD027655,2023-07-27,2023-07-27,2,Kidnappers Kill 2,Plateau,2023,7,July
IBD027685,2023-07-27,2023-07-27,2,Soldiers Vs Boko Haram,Borno,2023,7,July
IBD027642,2023-07-27,2023-07-27,1,Gunmen Behead Man,Delta,2023,7,July
IBD027641,2023-07-27,2023-07-27,5,Bandits Kill Muslim Leader,Kaduna,2023,7,July
IBD027640,2023-07-26,2023-07-26,2,Security Operatives Kill Two,Lagos,2023,7,July
IBD027626,2023-07-26,2023-07-26,1,Teenager Drowns,Delta,2023,7,July
IBD027619,2023-07-26,2023-07-26,1,Assailants Vs Policeman,Borno,2023,7,July
IBD027637,2023-07-26,2023-07-26,1,Police Vs Cultst,Rivers,2023,7,July
IBD027639,2023-07-26,2023-07-26,10,Army Vs Bandits,Plateau,2023,7,July
IBD027647,2023-07-26,2023-07-26,1,Electrocution,Imo,2023,7,July
IBD027638,2023-07-26,2023-07-26,1,Dog Vs Man,Kwara,2023,7,July
IBD027625,2023-07-26,2023-07-26,2,Security Operatives Vs Protesters,Enugu,2023,7,July
IBD027628,2023-07-25,2023-07-25,25,Iswap Vs Herders,Borno,2023,7,July
IBD027602,2023-07-25,2023-07-25,1,Man Vs Father,Plateau,2023,7,July
IBD027629,2023-07-25,2023-07-25,30,Bandits Vs Soldiers,Zamfara,2023,7,July
IBD027617,2023-07-25,2023-07-25,1,Road Accident,Cross River,2023,7,July
IBD027618,2023-07-25,2023-07-25,1,Road Accident,Ogun,2023,7,July
IBD027631,2023-07-25,2023-07-25,20,NAF Vs Bandits,Zamfara,2023,7,July
IBD027630,2023-07-25,2023-07-25,2,Gunmen Vs Policemen,Abia,2023,7,July
IBD027632,2023-07-25,2023-07-25,7,Gunmen Attack,Bauchi,2023,7,July
IBD027635,2023-07-25,2023-07-25,1,Corpse Found,Edo,2023,7,July
IBD027723,2023-07-25,2023-07-25,1,Assailants Vs Policeman,Bauchi,2023,7,July
IBD027624,2023-07-25,2023-07-26,2,Cult Killing,Anambra,2023,7,July
IBD027607,2023-07-24,2023-07-24,1,Road Accident,Delta,2023,7,July
IBD027612,2023-07-24,2023-07-24,2,Female Corpses,Abia,2023,7,July
IBD027621,2023-07-24,2023-07-24,1,Security Operatives,Delta,2023,7,July
IBD027623,2023-07-24,2023-07-24,7,Soldiers Vs Bandits,Zamfara,2023,7,July
IBD027620,2023-07-24,2023-07-24,2,Police Vs Kidnappers,Kogi,2023,7,July
IBD027633,2023-07-24,2023-07-24,1,Yahoo Boy Vs Landlord,Delta,2023,7,July
IBD027616,2023-07-23,2023-07-23,2,Police Vs Kidnappers,Bauchi,2023,7,July
IBD027604,2023-07-23,2023-07-23,2,Communal Clash,Delta,2023,7,July
IBD027610,2023-07-23,2023-07-23,2,Bandits Vs Vigilante,Nasarawa,2023,7,July
IBD027606,2023-07-23,2023-07-23,1,Cultists Vs Police Inspector,Lagos,2023,7,July
IBD027595,2023-07-23,2023-07-23,2,Gunmen Vs Policemen,Delta,2023,7,July
IBD027622,2023-07-23,2023-07-23,8,Road Accident,Jigawa,2023,7,July
IBD027603,2023-07-23,2023-07-23,5,Road Accident,Cross River,2023,7,July
IBD027615,2023-07-23,2023-07-23,20,Farmers Vs Herders,Kogi,2023,7,July
IBD027611,2023-07-23,2023-07-23,13,Kidnappers Kill 2,Anambra,2023,7,July
IBD027707,2023-07-23,2023-07-23,1,Ritual Killing,Oyo,2023,7,July
IBD027596,2023-07-23,2023-07-23,1,Road Accident,Ondo,2023,7,July
IBD027614,2023-07-22,2023-07-22,5,Police Vs Kidnappers,Rivers,2023,7,July
IBD027684,2023-07-22,2023-07-22,1,Robber Kills Motorcyclist,Akwa Ibom,2023,7,July
IBD027588,2023-07-22,2023-07-22,2,Fence Collapsed,Lagos,2023,7,July
IBD027597,2023-07-22,2023-07-22,2,Road Accident,Niger,2023,7,July
IBD027605,2023-07-22,2023-07-22,1,Mob Vs Robber,Delta,2023,7,July
IBD027666,2023-07-22,2023-07-22,1,Assailants Vs Man,Osun,2023,7,July
IBD027586,2023-07-22,2023-07-22,1,Road Accident,Delta,2023,7,July
IBD027601,2023-07-22,2023-07-22,15,Tanker Fire,Ondo,2023,7,July
IBD027599,2023-07-22,2023-07-22,1,Gunmen Vs Man,Katsina,2023,7,July
IBD027667,2023-07-22,2023-07-22,1,Man Vs Police,Ondo,2023,7,July
IBD027598,2023-07-22,2023-07-22,9,Gunmen Vs Pilgrims,Plateau,2023,7,July
IBD027820,2023-07-21,2023-07-21,1,Woman Vs Neighbour,Kano,2023,7,July
IBD027591,2023-07-21,2023-07-21,4,Army Vs Bandits,Zamfara,2023,7,July
IBD027590,2023-07-21,2023-07-21,2,Two Killed,Taraba,2023,7,July
IBD027585,2023-07-21,2023-07-21,2,Mentally Man Vs Man,Ogun,2023,7,July
IBD027608,2023-07-21,2023-07-21,2,Banditry,Taraba,2023,7,July
IBD027773,2023-07-21,2023-07-21,2,IpobVsEsn Vs Vigilante,Enugu,2023,7,July
IBD027582,2023-07-20,2023-07-20,8,NAF Vs Terrorists,Borno,2023,7,July
IBD027575,2023-07-20,2023-07-20,1,Gunmen Vs Teacher,Plateau,2023,7,July
IBD027600,2023-07-20,2023-07-20,1,Gunmen Vs Herder,Fct (Abuja),2023,7,July
IBD027592,2023-07-20,2023-07-20,2,Poisonous Drink,Ogun,2023,7,July
IBD027581,2023-07-20,2023-07-20,1,Road Accident,Kogi,2023,7,July
IBD027571,2023-07-20,2023-07-20,1,Generator Fumes,Anambra,2023,7,July
IBD027579,2023-07-20,2023-07-20,1,Gunmen Vs Vigilante,Imo,2023,7,July
IBD027810,2023-07-19,2023-07-19,1,Domestic Violence,Abia,2023,7,July
IBD027574,2023-07-19,2023-07-19,11,NAF Vs Bandits,Katsina,2023,7,July
IBD027578,2023-07-19,2023-07-19,1,Bolt Driver,Fct (Abuja),2023,7,July
IBD027583,2023-07-19,2023-07-19,11,NAF Vs Bandits,Katsina,2023,7,July
IBD027567,2023-07-19,2023-07-19,2,Mysterious Death,Oyo,2023,7,July
IBD027587,2023-07-19,2023-07-19,1,Mob Lynch Suspected Thief,Delta,2023,7,July
IBD027569,2023-07-18,2023-07-18,1,Domestic Violence,Cross River,2023,7,July
IBD027572,2023-07-18,2023-07-18,1,Mob Vs Tricycle Thief,Akwa Ibom,2023,7,July
IBD027568,2023-07-18,2023-07-18,3,Armed Robbers,Imo,2023,7,July
IBD027570,2023-07-18,2023-07-18,3,Gunmen Attack,Plateau,2023,7,July
IBD027589,2023-07-18,2023-07-18,6,Poisonous Drink,Ogun,2023,7,July
IBD027562,2023-07-17,2023-07-17,2,Security Operatives Vs Gunmen,Delta,2023,7,July
IBD027565,2023-07-17,2023-07-17,2,Youth Dies In Police Custody,Anambra,2023,7,July
IBD027547,2023-07-17,2023-07-17,1,Gunmen Attack Traditional Ruler,Imo,2023,7,July
IBD027558,2023-07-16,2023-07-16,6,Gunmen Attack 6,Benue,2023,7,July
IBD027545,2023-07-16,2023-07-16,4,Road Accident,Lagos,2023,7,July
IBD027609,2023-07-16,2023-07-18,1,Corps Found,Benue,2023,7,July
IBD027557,2023-07-16,2023-07-16,1,Man Vs Mother,Ogun,2023,7,July
IBD027580,2023-07-16,2023-07-16,6,Army Vs Boko Haram,Borno,2023,7,July
IBD027564,2023-07-16,2023-07-16,1,Gunmen Vs Traditional Ruler,Imo,2023,7,July
IBD027584,2023-07-16,2023-07-16,9,Army Vs Bandits,Niger,2023,7,July
IBD027549,2023-07-16,2023-07-16,1,Gunmen Attack Councillor,Enugu,2023,7,July
IBD027573,2023-07-15,2023-07-15,1,Hotel Guest,Anambra,2023,7,July
IBD028386,2023-07-15,2023-07-15,1,Road Accident,Lagos,2023,7,July
IBD027553,2023-07-15,2023-07-16,12,Air Force Vs Iswap,Borno,2023,7,July
IBD031999,2023-07-15,2023-07-15,1,Boxer Dies,Lagos,2023,7,July
IBD027593,2023-07-15,2023-07-15,1,Land Dispute,Lagos,2023,7,July
IBD027544,2023-07-15,2023-07-15,1,Road Accident,Lagos,2023,7,July
IBD027555,2023-07-15,2023-07-15,1,Houseboy Vs Boss,Anambra,2023,7,July
IBD027552,2023-07-14,2023-07-14,3,Street Fight,Lagos,2023,7,July
IBD027563,2023-07-14,2023-07-14,1,Electrocution,Lagos,2023,7,July
IBD027551,2023-07-14,2023-07-14,1,Assailant Vs Peacemaker,Lagos,2023,7,July
IBD027554,2023-07-13,2023-07-13,1,Road Accident,Kebbi,2023,7,July
IBD027534,2023-07-13,2023-07-13,1,Kidnappers Vs Businessman,Imo,2023,7,July
IBD027561,2023-07-13,2023-07-13,1,Domestic ViolenceVsRitual,Lagos,2023,7,July
IBD027542,2023-07-13,2023-07-13,1,Woman Drowns,Kwara,2023,7,July
IBD027541,2023-07-13,2023-07-13,10,Road Accident,Kwara,2023,7,July
IBD027559,2023-07-13,2023-07-13,1,Hoodlums Vs Woman,Abia,2023,7,July
IBD027536,2023-07-13,2023-07-13,1,NDLEA Vs Boy,Delta,2023,7,July
IBD027526,2023-07-12,2023-07-12,2,Police Vs Kidnappers,Anambra,2023,7,July
IBD027530,2023-07-12,2023-07-12,3,Lightening,Benue,2023,7,July
IBD027540,2023-07-12,2023-07-12,1,Domestic Violence,Abia,2023,7,July
IBD027531,2023-07-12,2023-07-12,1,Cultist Vs Policeman,Delta,2023,7,July
IBD027525,2023-07-11,2023-07-11,3,Army Vs Bandits,Plateau,2023,7,July
IBD027529,2023-07-11,2023-07-11,2,Police Vs Gunmen,Ogun,2023,7,July
IBD027532,2023-07-11,2023-07-11,1,Businessman,Bauchi,2023,7,July
IBD027520,2023-07-11,2023-07-11,6,Road Accident,Enugu,2023,7,July
IBD027690,2023-07-11,2023-07-11,2,Soldiers Vs Bandits,Kaduna,2023,7,July
IBD027518,2023-07-10,2023-07-11,2,Police Vs IpobVsEsn,Ebonyi,2023,7,July
IBD027524,2023-07-10,2023-07-10,3,Thunderstorm,Kwara,2023,7,July
IBD027521,2023-07-10,2023-07-10,4,Bandits Vs Policemen,Zamfara,2023,7,July
IBD027512,2023-07-10,2023-07-10,3,Cult Clash,Edo,2023,7,July
IBD027522,2023-07-10,2023-07-10,1,Drown,Fct (Abuja),2023,7,July
IBD027947,2023-07-10,2023-07-10,1,Lady Murdered,Lagos,2023,7,July
IBD027560,2023-07-10,2023-07-10,1,Opc Kills Man,Lagos,2023,7,July
IBD028121,2023-07-09,2023-07-09,5,Banditry,Kaduna,2023,7,July
IBD027523,2023-07-09,2023-07-09,1,Mob Vs Man,Bayelsa,2023,7,July
IBD027519,2023-07-09,2023-07-09,1,Drug Addict Vs Cleric,Lagos,2023,7,July
IBD027515,2023-07-09,2023-07-09,1,Gunmen Vs Farmer,Nasarawa,2023,7,July
IBD027506,2023-07-09,2023-07-09,16,Road Accident,Lagos,2023,7,July
IBD027514,2023-07-09,2023-07-09,1,Youths Vs Phone Thief,Delta,2023,7,July
IBD027508,2023-07-09,2023-07-09,1,Cults Vs Man,Edo,2023,7,July
IBD027510,2023-07-09,2023-07-09,8,Gunmen Attack,Plateau,2023,7,July
IBD027503,2023-07-08,2023-07-08,1,Electrocution,Delta,2023,7,July
IBD027502,2023-07-08,2023-07-08,4,Road Accident,Fct (Abuja),2023,7,July
IBD027516,2023-07-08,2023-07-08,1,Decomposed Body,Benue,2023,7,July
IBD027499,2023-07-08,2023-07-08,2,IpobVsEsn Kill 2,Imo,2023,7,July
IBD027528,2023-07-08,2023-07-08,1,Electrocution,Lagos,2023,7,July
IBD027513,2023-07-08,2023-07-08,1,Decomposed Body,Fct (Abuja),2023,7,July
IBD027501,2023-07-08,2023-07-08,25,Gunmen Attack 23,Benue,2023,7,July
IBD027493,2023-07-08,2023-07-08,1,Immigration Officer Vs Protester,Ogun,2023,7,July
IBD027504,2023-07-08,2023-07-08,11,Gunmen Attack,Plateau,2023,7,July
IBD028611,2023-07-08,2023-07-08,1,Mysterious Death,Anambra,2023,7,July
IBD027539,2023-07-08,2023-07-08,1,Woman Vs Baby,Adamawa,2023,7,July
IBD030066,2023-07-07,2023-07-07,1,Cult Clash,Kwara,2023,7,July
IBD027497,2023-07-07,2023-07-07,4,Soldiers Vs Bandits,Zamfara,2023,7,July
IBD027498,2023-07-07,2023-07-07,4,Police Vs IpobVsEsn,Enugu,2023,7,July
IBD027505,2023-07-07,2023-07-08,3,Inferno,Adamawa,2023,7,July
IBD027507,2023-07-07,2023-07-07,1,Bike Thief,Fct (Abuja),2023,7,July
IBD027509,2023-07-07,2023-07-08,1,Cult Killing,Lagos,2023,7,July
IBD027496,2023-07-06,2023-07-06,5,Gunmen Attack,Plateau,2023,7,July
IBD027492,2023-07-06,2023-07-06,6,Police Vs CultistsVsKidnappers,Rivers,2023,7,July
IBD027535,2023-07-06,2023-07-06,1,Alcohol Competition,Delta,2023,7,July
IBD027479,2023-07-05,2023-07-05,1,Pregnant Woman,Nasarawa,2023,7,July
IBD027500,2023-07-05,2023-07-05,4,Fulani Gunmen Attack,Plateau,2023,7,July
IBD027491,2023-07-05,2023-07-05,1,Native Doctor Kill Woman,Kwara,2023,7,July
IBD027494,2023-07-05,2023-07-05,1,Wife Vs Husband,Bauchi,2023,7,July
IBD027486,2023-07-05,2023-07-05,40,Iswap Vs Boko Haram,Borno,2023,7,July
IBD027483,2023-07-05,2023-07-05,4,Cult Killing,Lagos,2023,7,July
IBD027482,2023-07-05,2023-07-05,2,Gunmen Attack,Plateau,2023,7,July
IBD027478,2023-07-05,2023-07-05,1,Waec Student,Ondo,2023,7,July
IBD027457,2023-07-04,2023-07-04,1,Policeman,Kano,2023,7,July
IBD027489,2023-07-04,2023-07-04,1,Army Vs Terrorists Commander,Borno,2023,7,July
IBD027485,2023-07-04,2023-07-04,1,Hoodlums Kill Man,Ogun,2023,7,July
IBD027538,2023-07-04,2023-07-05,1,Husband Vs Wife,Plateau,2023,7,July
IBD027517,2023-07-04,2023-07-04,1,Wife Vs Husband,Oyo,2023,7,July
IBD027481,2023-07-04,2023-07-04,1,Herders Vs Farmer,Benue,2023,7,July
IBD027470,2023-07-03,2023-07-03,2,Mob Vs Robbers,Anambra,2023,7,July
IBD027467,2023-07-03,2023-07-03,1,Gunmen Vs Guard,Benue,2023,7,July
IBD027477,2023-07-03,2023-07-03,2,Flood Disaster,Katsina,2023,7,July
IBD027469,2023-07-02,2023-07-02,3,Gunmen Attack,Taraba,2023,7,July
IBD027468,2023-07-02,2023-07-02,1,Butcher,Oyo,2023,7,July
IBD027471,2023-07-02,2023-07-02,3,Thunderstorm,Kebbi,2023,7,July
IBD027466,2023-07-02,2023-07-02,3,Woman Vs Policewoman,Anambra,2023,7,July
IBD027458,2023-07-01,2023-07-01,2,Security Operatives Kill Pastor,Ogun,2023,7,July
IBD027462,2023-07-01,2023-07-01,1,Gunmen Attack Vigilante,Kogi,2023,7,July
IBD027460,2023-07-01,2023-07-01,3,Gunmen Attack,Plateau,2023,7,July
IBD027456,2023-07-01,2023-07-01,1,Man Stabs Boy,Lagos,2023,7,July
IBD027453,2023-07-01,2023-07-01,36,Communal Clash,Taraba,2023,7,July
IBD027480,2023-07-01,2023-07-01,1,Kidnappers Kill Woman,Delta,2023,7,July
IBD027450,2023-07-01,2023-07-01,10,Road Accident,Anambra,2023,7,July
IBD027594,2023-06-30,2023-06-30,1,Husband Vs Wife Lover,Adamawa,2023,6,June
IBD027464,2023-06-30,2023-07-01,17,Cult Attack,Anambra,2023,6,June
IBD027448,2023-06-30,2023-06-30,1,Gunmen Attack 1,Benue,2023,6,June
IBD027463,2023-06-30,2023-06-30,6,Boko Haram Attack,Borno,2023,6,June
IBD027537,2023-06-30,2023-06-30,2,Cult Clash,Anambra,2023,6,June
IBD027444,2023-06-30,2023-06-30,2,Road Accident,Delta,2023,6,June
IBD027465,2023-06-30,2023-06-30,2,Police Vs Kidnappers,Ebonyi,2023,6,June
IBD027452,2023-06-30,2023-06-30,1,Gunmen Vs Motorcyclist,Osun,2023,6,June
IBD027447,2023-06-30,2023-06-30,3,Road Accident,Ogun,2023,6,June
IBD027451,2023-06-30,2023-06-30,1,Road Accident,Osun,2023,6,June
IBD027435,2023-06-29,2023-06-29,1,Customs Officers Vs Man,Oyo,2023,6,June
IBD027425,2023-06-29,2023-06-29,12,Road Accident,Edo,2023,6,June
IBD027446,2023-06-29,2023-06-29,2,Witchcraft,Cross River,2023,6,June
IBD027439,2023-06-29,2023-06-29,2,Mob Vs Thieves,Nasarawa,2023,6,June
IBD027461,2023-06-29,2023-06-29,1,Student Drowns,Edo,2023,6,June
IBD027459,2023-06-29,2023-06-29,2,Soldiers Vs Vigilante,Enugu,2023,6,June
IBD027455,2023-06-28,2023-06-28,6,Bandits Kill Woman,Niger,2023,6,June
IBD027436,2023-06-28,2023-06-28,1,Domestic Violence,Kebbi,2023,6,June
IBD027441,2023-06-28,2023-06-28,2,Domestic ViolenceVsSorcery,Delta,2023,6,June
IBD027543,2023-06-28,2023-06-28,1,Cult Killing,Lagos,2023,6,June
IBD027495,2023-06-28,2023-06-28,4,Cult Clash,Edo,2023,6,June
IBD027472,2023-06-28,2023-06-28,5,Gunmen Vs Vigilantes,Zamfara,2023,6,June
IBD027449,2023-06-28,2023-06-28,2,Road Accident,Osun,2023,6,June
IBD027433,2023-06-27,2023-06-27,1,Cultists Vs Student,Akwa Ibom,2023,6,June
IBD027474,2023-06-27,2023-06-27,1,Domestic Violence,Borno,2023,6,June
IBD027427,2023-06-27,2023-06-27,2,Gunmen Attack,Plateau,2023,6,June
IBD027437,2023-06-27,2023-06-27,2,Police Vs Terrorists,Katsina,2023,6,June
IBD027438,2023-06-27,2023-06-27,1,Student Drowns,Delta,2023,6,June
IBD027533,2023-06-27,2023-06-27,1,Rape Victim,Ogun,2023,6,June
IBD027429,2023-06-27,2023-06-27,1,Security Operatives Vs Thug,Oyo,2023,6,June
IBD027440,2023-06-26,2023-06-26,1,Gunmen Vs Villager,Bauchi,2023,6,June
IBD027412,2023-06-26,2023-06-26,1,Road Accident,Oyo,2023,6,June
IBD027423,2023-06-26,2023-06-26,1,Thugs Vs Naval Officer,Ondo,2023,6,June
IBD027422,2023-06-26,2023-06-26,40,Army Vs Iswap,Borno,2023,6,June
IBD027428,2023-06-26,2023-06-26,7,Boko Haram Vs Farmers,Borno,2023,6,June
IBD027421,2023-06-26,2023-06-26,5,Gunmen Attack,Plateau,2023,6,June
IBD027408,2023-06-26,2023-06-26,1,Flood Incident,Edo,2023,6,June
IBD027473,2023-06-26,2023-06-26,3,Domestic Violence,Ekiti,2023,6,June
IBD027413,2023-06-26,2023-06-26,1,Road Accident,Ogun,2023,6,June
IBD029691,2023-06-25,2023-06-25,3,Gas Explosion,Lagos,2023,6,June
IBD027414,2023-06-25,2023-06-25,10,Boat Mishap,Akwa Ibom,2023,6,June
IBD027417,2023-06-25,2023-06-25,2,Road Accident,Kogi,2023,6,June
IBD027426,2023-06-25,2023-06-25,1,Banditry,Katsina,2023,6,June
IBD027394,2023-06-25,2023-06-25,1,Blasphemy,Sokoto,2023,6,June
IBD027404,2023-06-25,2023-06-25,2,Gunmen Attack 2,Imo,2023,6,June
IBD027399,2023-06-25,2023-06-25,3,Police Vs Kidnapers,Abia,2023,6,June
IBD027410,2023-06-25,2023-06-25,6,Road Accident,Oyo,2023,6,June
IBD027393,2023-06-25,2023-06-25,2,Road Accident,Kogi,2023,6,June
IBD027406,2023-06-25,2023-06-25,1,Herdsmen Vs Farmer,Benue,2023,6,June
IBD027546,2023-06-24,2023-06-24,1,Road Accident,Ogun,2023,6,June
IBD027402,2023-06-24,2023-06-24,1,Assailants Vs Naval Rating,Lagos,2023,6,June
IBD027415,2023-06-24,2023-06-24,10,Boat Mishap,Delta,2023,6,June
IBD027419,2023-06-24,2023-06-24,1,Road AccidentVsSorcery,Kwara,2023,6,June
IBD027443,2023-06-24,2023-06-24,1,Police Vs Armed Robbers,Gombe,2023,6,June
IBD027401,2023-06-24,2023-06-24,1,Road Accident,Ogun,2023,6,June
IBD027416,2023-06-24,2023-06-24,1,Herdsmen Vs Farmer,Kogi,2023,6,June
IBD027388,2023-06-24,2023-06-24,4,Boat Mishap,Cross River,2023,6,June
IBD027390,2023-06-24,2023-06-24,6,Boat Mishap,Delta,2023,6,June
IBD027397,2023-06-23,2023-06-23,2,Cult Killing,Rivers,2023,6,June
IBD027376,2023-06-23,2023-06-23,1,Road Accident,Lagos,2023,6,June
IBD027396,2023-06-23,2023-06-23,1,Police Vs Kidnappers,Delta,2023,6,June
IBD027385,2023-06-23,2023-06-23,1,Gunmen Vs Security Operative,Enugu,2023,6,June
IBD027381,2023-06-23,2023-06-23,1,Flood Disaster,Fct (Abuja),2023,6,June
IBD027391,2023-06-23,2023-06-23,40,Iswap Vs Boko Haram,Borno,2023,6,June
IBD027389,2023-06-23,2023-06-23,3,Gunmen Vs Miners,Plateau,2023,6,June
IBD027387,2023-06-23,2023-06-23,1,Hoodlums Vs Chief,Kwara,2023,6,June
IBD027392,2023-06-23,2023-06-23,1,Twin Sisters Vs Brother,Cross River,2023,6,June
IBD027488,2023-06-22,2023-06-22,5,Army Vs Terrorists,Borno,2023,6,June
IBD027379,2023-06-22,2023-06-22,8,Boko Haram Attack,Borno,2023,6,June
IBD027411,2023-06-22,2023-06-22,1,Kidnappers Vs Lawyer,Ondo,2023,6,June
IBD027372,2023-06-22,2023-06-22,3,Bandits Vs Farmers,Kaduna,2023,6,June
IBD027373,2023-06-22,2023-06-22,1,Police Vs Armed Robber,Kogi,2023,6,June
IBD027382,2023-06-22,2023-06-22,3,Police Vs Armed Robbers,Delta,2023,6,June
IBD027484,2023-06-22,2023-06-26,27,Army Vs Terrorists,Borno,2023,6,June
IBD027409,2023-06-22,2023-06-22,6,Army Vs Iswap,Borno,2023,6,June
IBD027365,2023-06-21,2023-06-21,1,Gunmen Vs Forest Guard,Ondo,2023,6,June
IBD027420,2023-06-21,2023-06-21,1,Cultism,Lagos,2023,6,June
IBD027556,2023-06-21,2023-06-21,1,Domestic Violence,Delta,2023,6,June
IBD027364,2023-06-21,2023-06-21,14,Banditry,Plateau,2023,6,June
IBD027377,2023-06-21,2023-06-21,1,Domestic Violence,Edo,2023,6,June
IBD027398,2023-06-20,2023-06-23,1,Cult Killing,Ogun,2023,6,June
IBD027363,2023-06-20,2023-06-20,1,Mob Vs Thief,Abia,2023,6,June
IBD027366,2023-06-20,2023-06-20,7,Banditry,Plateau,2023,6,June
IBD027407,2023-06-20,2023-06-23,2,Flood Disaster,Ondo,2023,6,June
IBD027370,2023-06-20,2023-06-20,1,Domestic Violence,Adamawa,2023,6,June
IBD027367,2023-06-20,2023-06-20,1,Company Negligence,Fct (Abuja),2023,6,June
IBD027418,2023-06-20,2023-06-20,1,Cultism,Lagos,2023,6,June
IBD027383,2023-06-20,2023-06-20,1,Employer Vs Hotel Worker,Rivers,2023,6,June
IBD027362,2023-06-19,2023-06-19,1,Vigilante Vs Man,Rivers,2023,6,June
IBD027356,2023-06-19,2023-06-19,3,Vigilante Vs Gunmen,Anambra,2023,6,June
IBD027360,2023-06-19,2023-06-19,1,Building Collapse,Niger,2023,6,June
IBD027368,2023-06-19,2023-06-19,1,Security Operatives Vs Community,Plateau,2023,6,June
IBD027361,2023-06-19,2023-06-19,1,Inside The Well,Kwara,2023,6,June
IBD027369,2023-06-19,2023-06-19,3,Gunmen Attack,Plateau,2023,6,June
IBD027357,2023-06-18,2023-06-18,2,Gunmen Attacking,Ebonyi,2023,6,June
IBD027355,2023-06-18,2023-06-18,1,Police Vs Kidnappers,Delta,2023,6,June
IBD027487,2023-06-18,2023-06-18,2,Spiritual Deliverance,Lagos,2023,6,June
IBD027359,2023-06-18,2023-06-18,4,Cult Killing,Delta,2023,6,June
IBD027354,2023-06-18,2023-06-18,6,Bandits Kill 6,Plateau,2023,6,June
IBD027346,2023-06-18,2023-06-18,2,Communal Clash,Plateau,2023,6,June
IBD027348,2023-06-17,2023-06-17,5,Security Operatives Vs Bandits,Katsina,2023,6,June
IBD027340,2023-06-17,2023-06-17,2,Road Accident,Ogun,2023,6,June
IBD027338,2023-06-17,2023-06-18,13,Gunmen Attack 8,Plateau,2023,6,June
IBD027335,2023-06-17,2023-06-17,3,Road Accident,Delta,2023,6,June
IBD027352,2023-06-17,2023-06-17,10,Gunmen Attack 10,Rivers,2023,6,June
IBD027347,2023-06-17,2023-06-17,1,Found Dead,Kwara,2023,6,June
IBD027336,2023-06-17,2023-06-17,5,Road Accident,Oyo,2023,6,June
IBD027343,2023-06-17,2023-06-17,5,Bandits Kill 5,Kaduna,2023,6,June
IBD027386,2023-06-17,2023-06-17,1,Rape Victim,Ebonyi,2023,6,June
IBD028158,2023-06-17,2023-06-17,1,Security Man Kill Girlfriend,Lagos,2023,6,June
IBD027341,2023-06-16,2023-06-16,6,Road Accident,Imo,2023,6,June
IBD027344,2023-06-16,2023-06-16,1,Gunmen Vs Police,Imo,2023,6,June
IBD027350,2023-06-16,2023-06-16,1,Man Vs Lover,Delta,2023,6,June
IBD027339,2023-06-16,2023-06-16,9,Boko Harm Vs Farmers,Borno,2023,6,June
IBD027351,2023-06-16,2023-06-16,42,Army Vs Iswap,Borno,2023,6,June
IBD027353,2023-06-16,2023-06-16,1,Cultist Vs Student,Taraba,2023,6,June
IBD027333,2023-06-16,2023-06-16,1,Assailants Vs Student,Oyo,2023,6,June
IBD027454,2023-06-16,2023-06-16,1,Man Vs Son,Akwa Ibom,2023,6,June
IBD027329,2023-06-16,2023-06-16,3,Police Vs Kidnappers,Rivers,2023,6,June
IBD027323,2023-06-16,2023-06-16,1,Building Collapse,Kano,2023,6,June
IBD027332,2023-06-16,2023-06-16,1,Sex Romp,Rivers,2023,6,June
IBD029707,2023-06-15,2023-06-15,1,Ritual Killing,Ondo,2023,6,June
IBD027334,2023-06-15,2023-06-15,15,Boko Haram Attack,Borno,2023,6,June
IBD027320,2023-06-15,2023-06-15,1,Electrocution,Kogi,2023,6,June
IBD027345,2023-06-15,2023-06-15,3,Road Accident,Enugu,2023,6,June
IBD027358,2023-06-15,2023-06-15,1,Medical Negligence,Delta,2023,6,June
IBD027349,2023-06-15,2023-06-15,8,Flooding,Lagos,2023,6,June
IBD028435,2023-06-15,2023-06-15,2,Flood Disaster,Gombe,2023,6,June
IBD027325,2023-06-14,2023-06-14,1,Police Vs Bandits,Katsina,2023,6,June
IBD027322,2023-06-14,2023-06-14,1,Man Killed,Delta,2023,6,June
IBD027319,2023-06-14,2023-06-14,1,Kidnappers Vs Man,Ondo,2023,6,June
IBD027318,2023-06-13,2023-06-13,1,Kidnappers Vs Vigilantes,Kwara,2023,6,June
IBD027331,2023-06-13,2023-06-13,14,Communal Clash,Benue,2023,6,June
IBD027317,2023-06-13,2023-06-13,1,Thunder Strike,Niger,2023,6,June
IBD027302,2023-06-13,2023-06-13,1,Cultism,Lagos,2023,6,June
IBD027342,2023-06-13,2023-06-13,1,Sex Romp,Imo,2023,6,June
